theta_idx_l,theta_idx_m,den,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1,num_1|1|1|1|1|1|1|1|1|1|1|1|2,num_1|1|1|1|1|1|1|1|1|1|1|3,num_1|1|1|1|1|1|1|1|1|1|2|2,num_1|1|1|1|1|1|1|1|1|1|4,num_1|1|1|1|1|1|1|1|1|2|3,num_1|1|1|1|1|1|1|1|1|5,num_1|1|1|1|1|1|1|1|2|2|2,num_1|1|1|1|1|1|1|1|2|4,num_1|1|1|1|1|1|1|1|3|3,num_1|1|1|1|1|1|1|1|6,num_1|1|1|1|1|1|1|2|2|3,num_1|1|1|1|1|1|1|2|5,num_1|1|1|1|1|1|1|3|4,num_1|1|1|1|1|1|1|7,num_1|1|1|1|1|1|2|2|2|2,num_1|1|1|1|1|1|2|2|4,num_1|1|1|1|1|1|2|3|3,num_1|1|1|1|1|1|2|6,num_1|1|1|1|1|1|3|5,num_1|1|1|1|1|1|4|4,num_1|1|1|1|1|1|8,num_1|1|1|1|1|2|2|2|3,num_1|1|1|1|1|2|2|5,num_1|1|1|1|1|2|3|4,num_1|1|1|1|1|2|7,num_1|1|1|1|1|3|3|3,num_1|1|1|1|1|3|6,num_1|1|1|1|1|4|5,num_1|1|1|1|1|9,num_1|1|1|1|2|2|2|2|2,num_1|1|1|1|2|2|2|4,num_1|1|1|1|2|2|3|3,num_1|1|1|1|2|2|6,num_1|1|1|1|2|3|5,num_1|1|1|1|2|4|4,num_1|1|1|1|2|8,num_1|1|1|1|3|3|4,num_1|1|1|1|3|7,num_1|1|1|1|4|6,num_1|1|1|1|5|5,num_1|1|1|1|10,num_1|1|1|2|2|2|2|3,num_1|1|1|2|2|2|5,num_1|1|1|2|2|3|4,num_1|1|1|2|2|7,num_1|1|1|2|3|3|3,num_1|1|1|2|3|6,num_1|1|1|2|4|5,num_1|1|1|2|9,num_1|1|1|3|3|5,num_1|1|1|3|4|4,num_1|1|1|3|8,num_1|1|1|4|7,num_1|1|1|5|6,num_1|1|1|11,num_1|1|2|2|2|2|2|2,num_1|1|2|2|2|2|4,num_1|1|2|2|2|3|3,num_1|1|2|2|2|6,num_1|1|2|2|3|5,num_1|1|2|2|4|4,num_1|1|2|2|8,num_1|1|2|3|3|4,num_1|1|2|3|7,num_1|1|2|4|6,num_1|1|2|5|5,num_1|1|2|10,num_1|1|3|3|3|3,num_1|1|3|3|6,num_1|1|3|4|5,num_1|1|3|9,num_1|1|4|4|4,num_1|1|4|8,num_1|1|5|7,num_1|1|6|6,num_1|1|12,num_1|2|2|2|2|2|3,num_1|2|2|2|2|5,num_1|2|2|2|3|4,num_1|2|2|2|7,num_1|2|2|3|3|3,num_1|2|2|3|6,num_1|2|2|4|5,num_1|2|2|9,num_1|2|3|3|5,num_1|2|3|4|4,num_1|2|3|8,num_1|2|4|7,num_1|2|5|6,num_1|2|11,num_1|3|3|3|4,num_1|3|3|7,num_1|3|4|6,num_1|3|5|5,num_1|3|10,num_1|4|4|5,num_1|4|9,num_1|5|8,num_1|6|7,num_1|13,num_2|2|2|2|2|2|2,num_2|2|2|2|2|4,num_2|2|2|2|3|3,num_2|2|2|2|6,num_2|2|2|3|5,num_2|2|2|4|4,num_2|2|2|8,num_2|2|3|3|4,num_2|2|3|7,num_2|2|4|6,num_2|2|5|5,num_2|2|10,num_2|3|3|3|3,num_2|3|3|6,num_2|3|4|5,num_2|3|9,num_2|4|4|4,num_2|4|8,num_2|5|7,num_2|6|6,num_2|12,num_3|3|3|5,num_3|3|4|4,num_3|3|8,num_3|4|7,num_3|5|6,num_3|11,num_4|4|6,num_4|5|5,num_4|10,num_5|9,num_6|8,num_7|7,num_14
8,7,3003,0,924,1386,1428,1260,1470,840,1596,1092,1176,420,1337,602,693,147,1508,824,898,232,283,300,28,1059,354,415,49,459,63,70,0,1240,516,570,84,105,112,0,126,0,0,0,0,704,140,168,0,189,0,0,0,0,0,0,0,0,0,864,224,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,3003,3003,2079,1155,1365,525,693,189,833,273,301,49,371,77,91,7,456,116,129,12,15,16,0,164,20,24,0,27,0,0,0,208,32,36,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,220,0,0,0,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0,10,0,1,0,0,715,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,220,0,0,0,0,0,55,0,0,10,1,0,0,2002
9,2,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,1,45,0,0,0,0,0,0,14,0,10,10,10,180,0,0,0,2,0,1,1,81,0,0,58,55,55,495,0,0,0,0,0,0,22,0,11,10,10,300,0,2,1,237,0,222,220,220,990,0,0,0,3,0,1,1,117,0,0,66,56,55,825,0,20,11,10,750,2,723,716,715,1287,0,0,0,0,0,0,30,0,12,10,10,420,0,2,1,273,0,230,221,220,1782,0,0,110,65,56,1947,20,12,1992,2001,2002,2002,0
9,3,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,6,6,6,120,0,1,1,55,1,45,45,360,0,0,0,18,14,14,224,10,186,180,180,720,0,3,2,110,1,84,81,576,61,58,516,498,495,990,0,0,0,36,23,22,384,12,318,302,300,1020,4,254,239,1008,226,996,991,990,792,0,6,3,186,1,129,118,918,77,68,858,833,826,1122,31,785,758,752,1242,732,1278,1286,1287,0,0,0,0,60,33,30,600,14,471,430,422,1572,4,326,284,1728,250,1772,1781,1782,0,166,130,1892,1937,1946,0,1982,1990,0,0,0,0,0
9,4,2002,0,0,0,0,0,0,0,0,0,0,56,0,21,21,245,0,6,6,140,120,120,560,1,65,55,420,45,370,360,840,0,22,18,272,230,224,784,192,742,724,720,840,4,142,113,658,90,598,579,966,537,522,994,994,991,462,0,52,38,472,403,388,1036,338,1036,1026,1022,672,288,1026,1015,756,1008,784,791,792,0,10,262,200,994,153,949,927,966,892,874,1078,1113,1121,0,828,1197,1233,1240,0,1268,0,0,0,0,0,100,68,760,650,620,1372,532,1519,1562,1570,0,432,1674,1717,0,1752,0,0,0,0,1836,1872,0,0,0,0,0,0,0,0,0,0,0
9,5,2002,0,0,0,0,0,0,126,0,56,56,420,21,280,245,735,6,160,140,630,575,560,840,75,485,430,875,390,860,845,630,30,324,284,846,807,792,784,768,833,842,842,252,180,741,684,931,642,968,971,378,999,1002,434,455,461,0,90,566,512,1038,1051,1048,560,1058,637,664,670,0,1062,720,747,0,768,0,0,0,0,360,1054,1031,819,1011,923,956,0,1033,1060,0,0,0,0,1143,0,0,0,0,0,0,0,0,0,210,910,854,1182,1319,1352,0,1456,0,0,0,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,2002,0,0,0,0,252,126,630,56,476,420,840,315,805,756,735,200,706,660,840,855,852,420,565,905,901,560,900,615,631,126,440,910,894,720,776,788,196,828,231,246,250,0,850,886,935,301,972,351,370,0,405,420,0,0,0,0,760,1032,1062,456,525,544,0,594,0,0,0,0,648,0,0,0,0,0,0,0,0,1120,680,768,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,992,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,2002,0,0,462,252,840,714,840,588,896,896,560,903,700,749,245,876,838,872,350,401,416,56,953,486,543,91,585,111,120,0,1020,650,698,146,175,184,0,204,0,0,0,0,824,230,268,0,297,0,0,0,0,0,0,0,0,0,960,352,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,2002,0,792,990,1080,720,900,360,1032,504,552,120,663,186,219,21,792,276,306,36,45,48,0,384,60,72,0,81,0,0,0,480,96,108,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,2002,2002,1210,550,670,190,262,46,326,70,78,6,100,10,12,0,128,16,18,0,0,0,0,24,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,11,0,0,1,0,0,0,1001
10,2,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,1,1,40,0,0,0,0,0,0,0,14,0,0,11,11,11,165,0,0,0,0,0,0,2,0,1,1,1,85,0,0,0,68,0,66,66,66,440,0,0,0,0,0,0,0,23,0,0,12,11,11,330,0,2,1,1,295,0,287,286,286,715,0,0,0,0,0,0,3,0,1,1,1,130,0,0,0,77,0,67,66,66,935,0,0,22,12,11,990,2,1,1000,1001,1001,1001,0
10,3,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,5,5,90,0,0,0,1,1,1,46,1,40,40,40,270,0,0,0,17,0,14,14,189,11,11,168,165,165,495,0,0,0,3,2,2,105,1,87,85,85,465,0,70,68,447,66,441,440,440,495,0,0,0,36,0,24,23,372,13,12,339,331,330,660,3,304,296,295,705,288,714,715,715,0,0,0,0,6,3,3,192,1,141,131,130,870,0,88,78,924,69,934,935,935,0,33,24,979,989,990,0,999,1000,0,0,0,0,0
10,4,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,15,15,15,160,0,5,5,100,5,90,90,360,0,1,1,52,46,46,296,40,274,270,270,480,0,20,17,214,14,192,189,504,171,168,500,496,495,330,0,4,3,126,107,105,488,89,472,466,465,450,74,454,448,486,443,494,495,495,0,0,50,37,412,26,381,373,606,348,341,650,659,660,0,314,695,704,705,0,713,0,0,0,0,0,10,6,252,203,194,806,153,859,869,870,0,110,913,923,0,932,0,0,0,0,968,977,0,0,0,0,0,0,0,0,0,0,0
10,5,1001,0,0,0,0,0,0,0,0,0,0,70,0,35,35,245,0,15,15,175,160,160,420,5,110,100,385,90,365,360,420,1,58,52,323,300,296,476,278,483,481,480,210,23,240,217,511,198,509,505,294,505,502,322,329,330,0,6,148,130,509,495,490,406,480,441,449,450,0,468,477,485,0,492,0,0,0,0,66,450,422,553,399,596,605,0,640,648,0,0,0,0,684,0,0,0,0,0,0,0,0,0,21,311,274,743,795,804,0,847,0,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1001,0,0,0,0,0,0,126,0,70,70,336,35,266,245,441,15,190,175,441,426,420,336,120,411,390,406,375,421,421,126,70,351,331,470,479,478,182,487,203,209,210,0,270,516,517,259,519,286,293,0,314,320,0,0,0,0,195,529,523,363,397,404,0,431,0,0,0,0,459,0,0,0,0,0,0,0,0,495,501,542,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,680,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7,1001,0,0,0,0,210,126,420,70,364,336,420,287,455,448,245,220,463,453,315,335,338,70,443,390,408,105,423,120,125,0,410,463,476,155,175,180,0,195,0,0,0,0,524,225,250,0,270,0,0,0,0,0,0,0,0,0,560,320,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,1001,0,0,330,210,480,456,360,420,424,436,160,477,220,243,35,510,293,313,55,65,68,0,373,85,98,0,108,0,0,0,440,128,141,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,1001,0,495,495,570,270,360,90,435,135,150,15,190,25,30,0,240,40,45,0,0,0,0,60,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,1001,1001,506,176,221,41,59,5,76,8,9,0,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,364
11,2,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,0,12,12,12,132,0,0,0,0,0,0,0,2,0,0,1,1,1,88,0,0,0,0,79,0,78,78,78,286,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,13,0,12,12,12,352,0,0,2,1,1,363,0,0,364,364,364,364,0
11,3,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,4,4,4,60,0,0,0,1,0,1,1,36,1,1,33,33,33,165,0,0,0,0,0,0,16,0,14,14,14,140,0,12,12,133,12,132,132,132,220,0,0,0,3,0,2,2,98,1,1,89,88,88,275,0,80,79,79,285,78,286,286,286,0,0,0,0,0,0,0,36,0,25,24,24,340,0,14,13,351,12,352,352,352,0,3,2,362,363,363,0,364,364,0,0,0,0,0
11,4,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,10,10,90,0,0,0,4,4,4,64,4,60,60,60,180,0,1,1,39,1,36,36,171,33,33,166,165,165,165,0,0,0,18,16,16,148,14,141,140,140,210,12,134,133,219,132,220,220,220,0,0,4,3,108,2,99,98,264,90,89,274,275,275,0,81,284,285,285,0,286,0,0,0,0,0,0,0,48,37,36,328,26,339,340,340,0,16,350,351,0,352,0,0,0,0,361,362,0,0,0,0,0,0,0,0,0,0,0
11,5,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,20,20,20,120,0,10,10,95,10,90,90,180,0,4,4,68,64,64,184,60,181,180,180,120,1,42,39,177,36,172,171,156,167,166,164,165,165,0,0,20,18,156,149,148,200,142,209,210,210,0,136,218,219,0,220,0,0,0,0,5,118,109,253,101,263,264,0,273,274,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,60,50,316,327,328,0,338,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,364,0,0,0,0,0,0,0,0,0,0,56,0,35,35,147,0,20,20,126,120,120,168,10,100,95,182,90,181,180,84,4,72,68,188,185,184,112,182,119,120,120,0,45,183,178,147,174,155,156,0,163,164,0,0,0,0,24,164,158,190,199,200,0,208,0,0,0,0,216,0,0,0,0,0,0,0,0,129,242,252,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,304,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,364,0,0,0,0,0,0,84,0,56,56,168,35,154,147,147,20,132,126,168,169,168,56,105,184,183,77,183,83,84,0,80,192,190,104,111,112,0,118,0,0,0,0,190,138,146,0,153,0,0,0,0,0,0,0,0,0,180,180,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,8,364,0,0,0,0,120,84,180,56,176,168,120,161,145,148,35,144,168,170,50,55,56,0,187,70,76,0,81,0,0,0,200,96,102,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,364,0,0,165,120,180,189,90,192,116,122,20,144,30,34,0,168,44,48,0,0,0,0,62,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,364,0,220,165,200,60,85,10,108,16,18,0,24,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,364,364,144,34,44,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91
12,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,13,13,13,78,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,90,0,0,0,0,0,91,0,0,91,91,91,91,0
12,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,3,3,3,33,0,0,0,0,0,0,1,0,1,1,1,25,0,1,1,24,1,24,24,24,66,0,0,0,0,0,0,0,15,0,0,14,14,14,77,0,13,13,13,78,13,78,78,78,0,0,0,0,0,0,0,3,0,2,2,2,89,0,1,1,90,1,90,90,90,0,0,0,91,91,91,0,91,91,0,0,0,0,0
12,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,6,6,6,40,0,0,0,3,0,3,3,34,3,3,33,33,33,55,0,0,0,1,1,1,26,1,25,25,25,65,1,24,24,66,24,66,66,66,0,0,0,0,16,0,15,15,76,14,14,77,77,77,0,13,78,78,78,0,78,0,0,0,0,0,0,0,4,3,3,88,2,89,89,89,0,1,90,90,0,90,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0
12,5,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,10,10,45,0,0,0,6,6,6,41,6,40,40,40,45,0,3,3,35,3,34,34,54,33,33,55,55,55,0,0,1,1,27,26,26,64,25,65,65,65,0,24,66,66,0,66,0,0,0,0,0,17,16,75,15,76,76,0,77,77,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,5,4,87,88,88,0,89,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,15,15,15,48,0,10,10,46,10,45,45,36,0,6,6,42,41,41,44,40,45,45,45,0,3,36,35,53,34,54,54,0,55,55,0,0,0,0,1,28,27,63,64,64,0,65,0,0,0,0,66,0,0,0,0,0,0,0,0,18,74,75,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,86,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,91,0,0,0,0,0,0,0,0,0,0,28,0,21,21,49,0,15,15,49,48,48,28,10,47,46,35,45,36,36,0,6,43,42,43,44,44,0,45,0,0,0,0,37,52,53,0,54,0,0,0,0,0,0,0,0,0,30,62,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,8,91,0,0,0,0,0,0,36,0,28,28,48,21,50,49,21,15,50,49,27,28,28,0,48,34,35,0,36,0,0,0,45,42,43,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9,91,0,0,0,0,45,36,45,28,49,48,15,51,20,21,0,52,26,27,0,0,0,0,33,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,91,0,0,55,45,40,46,10,51,14,15,0,19,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,11,91,0,66,33,42,6,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
